"Age","Fare","survived","gender","SiblingsSpouse","ParentsChildren","GroupSize","FareClass"
11,18.7875,false,"M",0,0,1,3
28,0,false,"M",0,0,1,2
23,13,false,"M",0,0,1,2
23,13,false,"M",0,0,1,2
28.5,16.1,false,"M",0,0,1,3
48,34.375,false,"F",1,3,5,3
35,512.3292,true,"M",0,0,1,1
28,7.8958,false,"M",0,0,1,3
28,7.8958,false,"M",0,0,1,3
28,30,true,"M",0,0,1,1
36,78.85,false,"M",1,0,2,1
21,262.375,true,"F",2,2,5,1
24,16.1,false,"M",1,0,2,3
31,7.925,true,"M",0,0,1,3
70,71,false,"M",1,1,3,1
16,20.25,false,"M",1,1,3,3
30,13,true,"F",0,0,1,2
19,53.1,false,"M",1,0,2,1
31,7.75,false,"M",0,0,1,3
4,23,true,"F",1,1,3,2
6,12.475,true,"M",0,1,2,3
33,9.5,false,"M",0,0,1,3
23,7.8958,false,"M",0,0,1,3
48,65,true,"F",1,2,4,2
0.67,14.5,true,"M",1,1,3,2
28,7.7958,false,"M",0,0,1,3
18,11.5,false,"M",0,0,1,2
34,8.05,false,"M",0,0,1,3
33,86.5,true,"F",0,0,1,1
28,14.5,false,"M",0,0,1,3
41,7.125,false,"M",0,0,1,3
20,7.2292,true,"M",0,0,1,3
36,120,true,"F",1,2,4,1
16,7.775,false,"M",0,0,1,3
51,77.9583,true,"F",1,0,2,1
28,39.6,false,"M",0,0,1,1
30.5,7.75,false,"F",0,0,1,3
28,24.15,false,"M",1,0,2,3
32,8.3625,false,"M",0,0,1,3
24,9.5,false,"M",0,0,1,3
48,7.8542,false,"M",0,0,1,3
57,10.5,false,"F",0,0,1,2
28,7.225,false,"M",0,0,1,3
54,23,true,"F",1,3,5,2
18,7.75,false,"M",0,0,1,3
28,7.75,false,"M",0,0,1,3
5,12.475,true,"F",0,0,1,3
28,7.7375,false,"M",0,0,1,3
43,211.3375,true,"F",0,1,2,1
13,7.2292,true,"F",0,0,1,3
17,57,true,"F",1,0,2,1
29,30,false,"M",0,0,1,1
28,23.45,false,"M",1,2,4,3
25,7.05,false,"M",0,0,1,3
25,7.25,false,"M",0,0,1,3
18,7.4958,true,"F",0,0,1,3
8,29.125,false,"M",4,1,6,3
1,20.575,true,"M",1,2,4,3
46,79.2,false,"M",0,0,1,1
28,7.75,false,"M",0,0,1,3
16,26,false,"M",0,0,1,2
28,69.55,false,"F",8,2,11,3
28,30.6958,false,"M",0,0,1,1
25,7.8958,false,"M",0,0,1,3
39,13,false,"M",0,0,1,2
49,25.9292,true,"F",0,0,1,1
31,8.6833,true,"F",0,0,1,3
30,7.2292,false,"M",0,0,1,3
30,24.15,false,"F",1,1,3,3
34,13,false,"M",0,0,1,2
31,26.25,true,"F",1,1,3,2
11,120,true,"M",1,2,4,1
0.42,8.5167,true,"M",0,1,2,3
27,6.975,true,"M",0,0,1,3
31,7.775,false,"M",0,0,1,3
39,0,false,"M",0,0,1,1
18,7.775,false,"F",0,0,1,3
39,13,false,"M",0,0,1,2
33,53.1,true,"F",1,0,2,1
26,7.8875,false,"M",0,0,1,3
39,24.15,false,"M",0,0,1,3
35,10.5,false,"M",0,0,1,2
6,31.275,false,"F",4,2,7,3
30.5,8.05,false,"M",0,0,1,3
28,0,false,"M",0,0,1,1
23,7.925,false,"F",0,0,1,3
31,37.0042,false,"M",1,1,3,2
43,6.45,false,"M",0,0,1,3
10,27.9,false,"M",3,2,6,3
52,93.5,true,"F",1,1,3,1
27,8.6625,true,"M",0,0,1,3
38,0,false,"M",0,0,1,1
27,12.475,true,"F",0,1,2,3
2,39.6875,false,"M",4,1,6,3
28,6.95,false,"M",0,0,1,3
28,56.4958,false,"M",0,0,1,3
1,37.0042,true,"M",0,2,3,2
28,7.75,true,"M",0,0,1,3
62,80,true,"F",0,0,1,1
15,14.4542,true,"F",1,0,2,3
0.83,18.75,true,"M",1,1,3,2
28,7.2292,false,"M",0,0,1,3
23,7.8542,false,"M",0,0,1,3
18,8.3,false,"M",0,0,1,3
39,83.1583,true,"F",1,1,3,1
21,8.6625,false,"M",0,0,1,3
28,8.05,false,"M",0,0,1,3
32,56.4958,true,"M",0,0,1,3
28,29.7,true,"M",0,0,1,1
20,7.925,false,"M",0,0,1,3
16,10.5,false,"M",0,0,1,2
30,31,true,"F",0,0,1,1
34.5,6.4375,false,"M",0,0,1,3
17,8.6625,false,"M",0,0,1,3
42,7.55,false,"M",0,0,1,3
28,69.55,false,"M",8,2,11,3
35,7.8958,false,"M",0,0,1,3
28,33,false,"M",0,1,2,2
28,89.1042,true,"F",1,0,2,1
4,31.275,false,"M",4,2,7,3
74,7.775,false,"M",0,0,1,3
9,15.2458,false,"F",1,1,3,3
16,39.4,true,"F",0,1,2,1
44,26,false,"F",1,0,2,2
18,9.35,true,"F",0,1,2,3
45,164.8667,true,"F",1,1,3,1
51,26.55,true,"M",0,0,1,1
24,19.2583,true,"F",0,3,4,3
28,7.2292,false,"M",0,0,1,3
41,14.1083,false,"M",2,0,3,3
21,11.5,false,"M",1,0,2,2
48,25.9292,true,"F",0,0,1,1
28,69.55,false,"F",8,2,11,3
24,13,false,"M",0,0,1,2
42,13,true,"F",0,0,1,2
27,13.8583,true,"F",1,0,2,2
31,50.4958,false,"M",0,0,1,1
28,9.5,false,"M",0,0,1,3
4,11.1333,true,"M",1,1,3,3
26,7.8958,false,"M",0,0,1,3
47,52.5542,true,"F",1,1,3,1
33,5,false,"M",0,0,1,1
47,9,false,"M",0,0,1,3
28,24,true,"F",1,0,2,2
15,7.225,true,"F",0,0,1,3
20,9.8458,false,"M",0,0,1,3
19,7.8958,false,"M",0,0,1,3
28,7.8958,false,"M",0,0,1,3
56,83.1583,true,"F",0,1,2,1
25,26,true,"F",0,1,2,2
33,7.8958,false,"M",0,0,1,3
22,10.5167,false,"F",0,0,1,3
28,10.5,false,"M",0,0,1,2
25,7.05,false,"M",0,0,1,3
39,29.125,false,"F",0,5,6,3
27,13,false,"M",0,0,1,2
19,30,true,"F",0,0,1,1
28,23.45,false,"F",1,2,4,3
26,30,true,"M",0,0,1,1
32,7.75,false,"M",0,0,1,3
34.5,7.8292,false,"M",0,0,1,3
47,7,false,"F",1,0,2,3
62,9.6875,false,"M",0,0,1,2
27,8.6625,false,"M",0,0,1,3
22,12.2875,false,"F",1,1,3,3
14,9.225,false,"M",0,0,1,3
30,7.6292,false,"F",0,0,1,3
26,29,false,"M",1,1,3,2
18,7.2292,false,"F",0,0,1,3
21,24.15,false,"M",2,0,3,3
28,7.8958,false,"M",0,0,1,3
46,26,false,"M",0,0,1,1
23,82.2667,false,"F",1,0,2,1
63,26,false,"M",1,0,2,2
47,61.175,false,"F",1,0,2,1
24,27.7208,false,"F",1,0,2,2
35,12.35,false,"M",0,0,1,2
21,7.225,false,"M",0,0,1,3
27,7.925,false,"F",1,0,2,3
45,7.225,false,"F",0,0,1,3
55,59.4,false,"M",1,0,2,1
9,3.1708,false,"M",0,1,2,3
28,31.6833,false,"F",0,0,1,1
21,61.3792,false,"M",0,1,2,1
48,262.375,false,"F",1,3,5,1
50,14.5,false,"M",1,0,2,3
22,61.9792,false,"F",0,1,2,1
22.5,7.225,false,"M",0,0,1,3
41,30.5,false,"M",0,0,1,1
28,21.6792,false,"M",2,0,3,3
50,26,false,"M",1,0,2,2
24,31.5,false,"M",2,0,3,2
33,20.575,false,"F",1,2,4,3
28,23.45,false,"F",1,2,4,3
30,57.75,false,"M",1,0,2,1
18.5,7.2292,false,"M",0,0,1,3
28,8.05,false,"F",0,0,1,3
21,8.6625,false,"F",0,0,1,3
25,9.5,false,"M",0,0,1,3
28,56.4958,false,"M",0,0,1,3
39,13.4167,false,"M",0,1,2,3
28,26.55,false,"M",0,0,1,1
41,7.85,false,"M",0,0,1,3
30,13,false,"F",0,0,1,2
45,52.5542,false,"F",1,0,2,1
25,7.925,false,"M",0,0,1,3
45,29.7,false,"M",0,0,1,1
28,7.75,false,"M",0,0,1,3
60,76.2917,false,"F",0,0,1,1
36,15.9,false,"F",0,2,3,3
24,60,false,"M",1,0,2,1
27,15.0333,false,"M",0,0,1,2
20,23,false,"F",2,1,4,2
28,263,false,"F",3,2,6,1
28,15.5792,false,"M",0,0,1,2
10,29.125,false,"M",4,1,6,3
35,7.8958,false,"M",0,0,1,3
25,7.65,false,"M",0,0,1,3
28,16.1,false,"M",1,0,2,3
36,262.375,false,"F",0,0,1,1
17,7.8958,false,"M",0,0,1,3
32,13.5,false,"M",0,0,1,2
18,7.75,false,"M",0,0,1,3
22,7.725,false,"F",0,0,1,3
13,262.375,false,"M",2,2,5,1
28,21,false,"F",0,0,1,2
18,7.8792,false,"F",0,0,1,3
47,42.4,false,"M",0,0,1,1
31,28.5375,false,"M",0,0,1,1
60,263,false,"F",1,4,6,1
24,7.75,false,"F",0,0,1,3
21,7.8958,false,"M",0,0,1,3
29,7.925,false,"F",0,0,1,3
28.5,27.7208,false,"M",0,0,1,1
35,211.5,false,"F",0,0,1,1
32.5,211.5,false,"M",0,0,1,1
28,8.05,false,"M",0,0,1,3
55,25.7,false,"F",2,0,3,1
30,13,false,"M",0,0,1,2
24,7.75,false,"F",0,0,1,3
6,15.2458,false,"M",1,1,3,3
67,221.7792,false,"M",1,0,2,1
49,26,false,"M",0,0,1,1
28,7.8958,false,"M",0,0,1,3
28,10.7083,false,"M",0,0,1,2
28,14.4542,false,"M",1,0,2,3
27,7.8792,false,"F",0,0,1,3
18,8.05,false,"F",0,0,1,3
28,7.75,false,"F",0,0,1,3
2,23,false,"M",1,1,3,2
22,13.9,false,"F",1,0,2,3
28,7.775,false,"M",0,0,1,3
27,52,false,"F",1,2,4,1
28,8.05,false,"M",0,0,1,3
25,26,false,"M",0,0,1,1
25,7.7958,false,"M",0,0,1,3
76,78.85,false,"F",1,0,2,1
29,7.925,false,"M",0,0,1,3
20,7.8542,false,"F",0,0,1,3
33,8.05,false,"M",0,0,1,3
43,55.4417,false,"F",1,0,2,1
27,26,false,"M",1,0,2,2
28,7.75,false,"M",0,0,1,3
26,7.775,false,"M",0,0,1,3
16,8.5167,false,"F",1,1,3,3
28,22.525,false,"M",0,0,1,3
21,7.8208,false,"M",0,0,1,3
28,7.75,false,"M",0,0,1,3
28,8.7125,false,"M",0,0,1,3
18.5,13,false,"M",0,0,1,2
41,15.0458,false,"M",0,0,1,2
28,7.7792,false,"F",0,0,1,3
36,31.6792,false,"F",0,0,1,1
18.5,7.2833,false,"F",0,0,1,3
63,221.7792,false,"F",1,0,2,1
18,14.4542,false,"M",1,0,2,3
28,6.4375,false,"M",0,0,1,3
1,16.7,false,"F",1,1,3,3
36,75.2417,false,"M",0,0,1,1
29,26,false,"F",1,0,2,2
12,15.75,false,"F",0,0,1,2
28,7.75,false,"M",1,0,2,3
35,57.75,false,"F",1,0,2,1
28,7.25,false,"M",0,0,1,3
28,7.75,false,"M",0,0,1,3
17,16.1,false,"F",0,1,2,3
22,7.7958,false,"M",0,0,1,3
28,23.25,false,"F",2,0,3,3
42,13,false,"M",0,0,1,2
24,8.05,false,"M",0,0,1,3
32,8.05,false,"M",0,0,1,3
53,28.5,false,"M",0,0,1,1
28,25.4667,false,"F",0,4,5,3
28,6.4375,false,"M",1,0,2,3
43,7.8958,false,"M",0,0,1,3
24,7.8542,false,"M",0,0,1,3
26.5,7.225,false,"M",0,0,1,3
26,13,false,"M",0,0,1,2
23,8.05,false,"F",0,0,1,3
40,46.9,false,"M",1,6,8,3
10,46.9,false,"F",5,2,8,3
33,151.55,false,"F",0,0,1,1
61,262.375,false,"M",1,3,5,1
28,26,false,"M",0,0,1,2
42,26.55,false,"M",0,0,1,1
31,18,false,"M",3,0,4,3
28,51.8625,false,"M",0,0,1,1
22,8.05,false,"M",0,0,1,3
28,26.55,false,"M",0,0,1,1
30,26,false,"M",1,1,3,2
23,83.1583,false,"F",0,1,2,1
28,7.8958,false,"M",0,0,1,3
60.5,14.4542,false,"M",0,0,1,3
36,12.1833,false,"F",0,2,3,3
13,31.3875,false,"M",4,2,7,3
24,7.55,false,"M",0,0,1,3
29,221.7792,false,"F",0,0,1,1
23,7.8542,false,"F",0,0,1,3
42,26.55,false,"M",0,0,1,1
26,13.775,false,"F",0,2,3,3
28,7.7333,false,"F",0,0,1,3
7,15.2458,false,"M",1,1,3,3
26,13.5,false,"F",0,0,1,2
28,7,false,"M",0,0,1,3
41,13,false,"M",0,0,1,2
26,22.025,false,"F",1,1,3,3
48,50.4958,false,"M",0,0,1,1
18,34.375,false,"M",2,2,5,3
28,27.7208,false,"F",0,0,1,1
22,8.9625,false,"F",0,0,1,3
28,7.55,false,"M",0,0,1,3
27,7.225,false,"M",0,0,1,3
23,13.9,false,"M",1,0,2,3
28,7.2292,false,"M",0,0,1,3
40,31.3875,false,"M",1,5,7,3
15,39,false,"F",0,2,3,2
20,36.75,false,"F",0,0,1,2
54,55.4417,false,"M",1,0,2,1
36,39,false,"F",0,3,4,2
64,83.1583,false,"F",0,2,3,1
30,13,false,"M",0,0,1,2
37,83.1583,false,"M",1,1,3,1
18,53.1,false,"F",1,0,2,1
28,7.75,false,"M",0,0,1,3
27,247.5208,false,"F",1,1,3,1
40,16,false,"M",0,0,1,2
21,21,false,"F",0,1,2,2
17,8.05,false,"M",2,0,3,3
28,69.55,false,"F",8,2,11,3
40,13,false,"M",0,0,1,2
34,26,false,"M",1,0,2,2
28,26,false,"M",0,0,1,1
11.5,14.5,false,"M",1,1,3,3
61,12.35,false,"M",0,0,1,2
8,32.5,false,"M",0,2,3,2
33,7.8542,false,"M",0,0,1,3
6,134.5,false,"M",0,2,3,1
18,7.775,false,"F",0,0,1,3
23,10.5,false,"M",0,0,1,2
28,8.1125,false,"F",0,0,1,3
28,15.5,false,"F",0,0,1,3
0.33,14.4,false,"M",0,2,3,3
47,227.525,false,"M",1,0,2,1
8,26,false,"F",1,1,3,2
25,10.5,false,"M",0,0,1,2
28,25.7417,false,"M",0,0,1,1
35,7.75,false,"F",0,0,1,3
24,10.5,false,"M",0,0,1,2
33,27.7208,false,"F",0,0,1,1
25,7.8958,false,"M",0,0,1,3
32,22.525,false,"M",0,0,1,3
28,7.05,false,"M",0,0,1,3
17,73.5,false,"M",0,0,1,2
60,26,false,"F",1,0,2,2
38,7.775,false,"F",4,2,7,3
42,42.5,false,"M",0,0,1,1
28,7.8792,false,"F",0,0,1,3
57,164.8667,false,"M",1,1,3,1
50,211.5,false,"F",1,1,3,1
28,8.05,false,"M",0,0,1,3
30,13.8583,false,"F",1,0,2,2
21,8.05,false,"M",0,0,1,3
22,10.5,false,"F",0,0,1,2
21,7.7958,false,"M",0,0,1,3
53,27.4458,false,"F",0,0,1,1
28,15.2458,false,"F",0,2,3,3
23,7.7958,false,"M",0,0,1,3
28,7.75,false,"F",0,0,1,3
40.5,15.1,false,"M",0,0,1,3
36,13,false,"M",0,0,1,2
14,65,false,"M",0,0,1,2
21,26.55,false,"F",0,0,1,1
21,6.4958,false,"M",1,0,2,3
28,7.8792,false,"M",0,0,1,3
39,71.2833,false,"M",1,0,2,1
20,7.8542,false,"M",0,0,1,3
64,75.25,false,"M",1,0,2,1
20,7.225,false,"M",0,0,1,3
18,13,false,"F",1,1,3,2
48,106.425,false,"F",1,0,2,1
55,27.7208,false,"F",0,0,1,1
45,30,false,"F",0,2,3,2
45,134.5,false,"M",1,1,3,1
28,7.8875,false,"M",0,0,1,3
28,23.45,false,"M",1,2,4,3
41,51.8625,false,"M",1,0,2,1
22,21,false,"F",0,0,1,2
42,32.5,false,"M",1,1,3,2
29,26,false,"F",1,0,2,2
28,14.4542,false,"F",1,0,2,3
0.92,27.75,false,"F",1,2,4,2
20,7.925,false,"M",0,0,1,3
27,136.7792,false,"M",1,0,2,1
24,9.325,false,"M",0,0,1,3
32.5,9.5,false,"M",0,0,1,3
28,7.55,false,"M",0,0,1,3
28,7.75,false,"M",0,0,1,3
28,8.05,false,"M",0,0,1,3
19,13,false,"F",0,0,1,2
21,7.775,false,"M",0,0,1,3
36.5,17.4,false,"M",1,0,2,3
21,7.8542,false,"M",0,0,1,3
29,23,false,"F",0,2,3,2
1,12.1833,false,"F",1,1,3,3
30,12.7375,false,"M",0,0,1,2
28,7.8958,false,"M",0,0,1,3
28,0,false,"M",0,0,1,1
28,7.55,false,"M",0,0,1,3
28,8.05,false,"F",0,0,1,3
17,8.6625,false,"M",0,0,1,3
46,75.2417,false,"M",0,0,1,1
28,7.75,false,"M",0,0,1,3
26,136.7792,false,"F",1,0,2,1
28,15.5,false,"F",1,0,2,3
28,7.225,false,"M",0,0,1,3
20,26,false,"F",1,0,2,2
28,10.5,false,"M",0,0,1,2
40,26,false,"M",1,0,2,2
30,21,false,"M",1,0,2,2
22,10.5,false,"M",0,0,1,2
23,8.6625,false,"F",0,0,1,3
0.75,13.775,false,"M",1,1,3,3
28,7.75,false,"F",0,0,1,3
9,15.2458,false,"F",1,1,3,3
2,20.2125,false,"F",1,1,3,3
36,7.25,false,"M",0,0,1,3
28,7.25,false,"M",0,0,1,3
24,82.2667,false,"M",1,0,2,1
28,7.2292,false,"M",0,0,1,3
28,8.05,false,"M",0,0,1,3
28,39.6,false,"M",0,0,1,1
30,6.95,false,"F",0,0,1,3
28,7.2292,false,"M",0,0,1,3
53,81.8583,false,"M",1,1,3,1
36,9.5,false,"M",0,0,1,3
26,7.8958,false,"M",0,0,1,3
1,41.5792,false,"F",1,2,4,2
28,21.6792,false,"M",2,0,3,3
30,45.5,false,"M",0,0,1,1
29,7.8542,false,"M",0,0,1,3
32,7.775,false,"M",0,0,1,3
28,15.0458,false,"M",0,0,1,2
43,21,false,"M",0,1,2,2
24,8.6625,false,"M",0,0,1,3
28,7.75,false,"F",0,0,1,3
64,26.55,false,"F",1,1,3,1
30,151.55,false,"M",1,2,4,1
0.83,9.35,false,"M",0,1,2,3
55,93.5,false,"M",1,1,3,1
45,14.1083,false,"F",1,0,2,3
18,8.6625,false,"M",0,0,1,3
22,7.225,false,"M",0,0,1,3
28,7.575,false,"M",0,0,1,3
37,7.75,false,"F",0,0,1,3
55,135.6333,false,"F",0,0,1,1
17,7.7333,false,"F",0,0,1,3
57,146.5208,false,"M",1,0,2,1
19,10.5,false,"M",0,0,1,2
27,7.8542,false,"M",0,0,1,3
22,31.5,false,"M",2,0,3,2
26,7.775,false,"M",0,0,1,3
25,7.2292,false,"M",0,0,1,3
26,13,false,"M",0,0,1,2
33,26.55,false,"M",0,0,1,1
39,211.3375,false,"F",0,0,1,1
23,7.05,false,"M",0,0,1,3
12,39,false,"F",2,1,4,2
46,79.2,false,"M",0,0,1,1
29,26,false,"M",1,0,2,2
21,13,false,"M",0,0,1,2
48,36.75,false,"F",0,2,3,2
39,29.7,false,"M",0,0,1,1
28,7.225,false,"M",0,0,1,3
19,15.7417,false,"F",1,1,3,3
27,7.8958,false,"M",0,0,1,3
30,26,false,"M",0,0,1,1
32,13,false,"M",0,0,1,2
39,7.2292,false,"M",0,2,3,3
25,31.5,false,"M",0,0,1,2
28,7.2292,false,"M",0,0,1,3
18,10.5,false,"M",0,0,1,2
32,7.5792,false,"M",0,0,1,3
28,69.55,false,"M",1,9,11,3
58,512.3292,false,"F",0,1,2,1
28,14.5,false,"M",1,1,3,3
16,7.65,false,"F",0,0,1,3
26,13,false,"M",0,0,1,2
38,7.2292,false,"F",0,0,1,3
24,13.5,false,"M",0,0,1,2
31,21,false,"F",0,0,1,2
45,63.3583,false,"F",0,1,2,1
25,10.5,false,"M",0,0,1,2
18,73.5,false,"M",0,0,1,2
49,65,false,"M",1,2,4,2
0.17,20.575,false,"F",1,2,4,3
50,26,false,"M",0,0,1,1
59,51.4792,false,"F",2,0,3,1
28,7.8792,false,"M",0,0,1,3
28,7.75,false,"M",0,0,1,3
30,15.55,false,"F",1,0,2,3
14.5,69.55,false,"M",8,2,11,3
24,37.0042,false,"F",1,1,3,2
31,21,false,"F",0,0,1,2
27,8.6625,false,"M",0,0,1,3
25,55.4417,false,"F",1,0,2,1
28,69.55,false,"F",1,9,11,3
28,14.4583,false,"M",1,0,2,3
22,39.6875,false,"F",0,0,1,3
45,59.4,false,"F",0,1,2,1
29,13.8583,false,"M",0,0,1,2
21,11.5,false,"M",1,0,2,2
31,134.5,false,"F",0,0,1,1
49,0,false,"M",0,0,1,1
44,13,false,"M",0,0,1,2
54,81.8583,false,"F",1,1,3,1
45,262.375,false,"F",0,0,1,1
22,8.6625,false,"F",2,0,3,3
21,11.5,false,"M",0,0,1,2
55,50,false,"M",0,0,1,1
5,31.3875,false,"M",4,2,7,3
28,7.75,false,"M",0,0,1,3
26,7.8792,false,"M",0,0,1,3
28,14.5,false,"F",0,0,1,3
19,16.1,false,"F",1,0,2,3
28,12.875,false,"M",0,0,1,2
24,65,false,"F",1,2,4,2
24,7.775,false,"M",0,0,1,3
57,13,false,"M",0,0,1,2
21,7.75,false,"M",0,0,1,3
6,21.075,false,"M",3,1,5,3
23,93.5,false,"M",0,0,1,1
51,39.4,false,"F",0,1,2,1
13,20.25,false,"M",0,2,3,3
47,10.5,false,"M",0,0,1,2
29,22.025,false,"M",3,1,5,3
18,60,false,"F",1,0,2,1
24,7.25,false,"M",0,0,1,3
48,79.2,false,"F",1,1,3,1
22,7.775,false,"M",0,0,1,3
31,7.7333,false,"M",0,0,1,3
30,164.8667,false,"F",0,0,1,1
38,21,false,"M",1,0,2,2
22,59.4,false,"F",0,1,2,1
17,47.1,false,"M",0,0,1,1
43,27.7208,false,"M",1,0,2,1
20,13.8625,false,"M",0,0,1,2
23,10.5,false,"M",1,0,2,2
50,211.5,false,"M",1,1,3,1
28,7.7208,false,"F",0,0,1,3
3,13.775,false,"F",1,1,3,3
28,7.75,false,"F",0,0,1,3
37,90,false,"F",1,0,2,1
28,7.775,false,"F",0,0,1,3
28,8.05,false,"M",0,0,1,3
39,108.9,false,"F",0,0,1,1
38.5,7.25,false,"M",0,0,1,3
28,8.05,false,"M",0,0,1,3
28,22.3583,false,"M",1,1,3,3
